Product_Name,Product_Price,Review,Date,Month,Year,Sentiment Score
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,cooler is great but its tough to serve the water into it is little difficult if the water resources are less with you but in terms of cooler its great enough for big hall xft,07-09-14,September,2014,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,first of all a big thanks to flipkart for the fast delivery i loved this product from crompton i recommend if anyone wants to purchase this product,18-04-13,April,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,it is good productusing it in the hall and sitting on the sofayou feel the cool airits at a decent height,26-12-13,December,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,crompton ozone  is one of the best desert air cooler in market it is amazing product with great featuresless noisy and good cooling is one of the most important feature of this cooler,15-03-14,March,2014,4
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,i have purchase in  it is amazing cooler like ac,11-05-13,May,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,very silent and cool air thank you flipkart and seller,12-05-13,May,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,nice cooler cools very quick but i didnt get the manual book packaging was little damaged seller was dhamakadeal,07-10-14,October,2014,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,cooling is ok but it smells too bad,07-07-14,July,2014,3
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,nice product by crompton nice cooling and air delivery,26-12-12,December,2012,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,good product,13-06-14,June,2014,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,best in this price rangei only used first day nighti have cold,03-07-13,July,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,nice product,07-01-14,January,2014,4
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,good product,27-05-14,May,2014,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,product was good,25-06-13,June,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,its been a  days using this product so far excellent can be used for inside also,16-09-13,September,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,this cooler is wonderful i would say best desert cooler but do not buy it from flipkart at all they will pack it in worst way possible and their delivery guys will keep it in tampo with lots of load on iti received it as broken productand i know how difficult it was to get replacement in time their customer care representative gets payed only to apologize supervisormanagers even case escalate managers will have only sorry to share with youbuy this cooler but not from flipkart,30-01-13,January,2013,1
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,i buy this product  dessert but total sent another product still now cant be returned times technician visit postponed and some times automatically return rejected by flipkart after i call the flipkart customer care but they agreed the problem and still product cant be retu,27-12-13,December,2013,1
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,item is good but delivery service of flipkart delhivery courier service is worst,21-12-13,December,2013,1
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,very good coolerone thing you should have is cross ventilation then it will like  ton ac,14-02-13,February,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,value for money,07-10-13,October,2013,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,excellent product excellent delivery specially excellent behavior of delivery agent noise is very low fully satisfied  out of  i am from west bengal and there is not any single scratch on the product due to delivery reason excellent no leakage issue in honeycomb pad everything is fine bohot dino ke bad chain se sone ko mila yaar just fill up  liter tank with  to  large bucket of water and enjoy special warning dont switch on the pump regulator wit,15-01-14,January,2014,5
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,i did not like this product its fan doesnt work properly the engineer comes and gives false hopes to my parents and returns back anf you guys have cancelled my refund this is ridiculous this is a waste productjeeves and flipkart have duped us big time,17-05-14,May,2014,1
"Crompton 75 L Desert Air Cooler(White, Teal, ACGC-DAC751)",9999,excellent meet requirements heavy duty less noise work like an acgood light designed body,24-12-13,December,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,nice product thank you for flipkart,25-06-14,June,2014,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,quality was good,11-08-13,August,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good,14-03-14,March,2014,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,it okk,22-05-13,May,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,very bad product power bank charging is poor performance dont buy this product,07-11-14,November,2014,1
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good,24-11-13,November,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,really good i love it,23-01-14,January,2014,4
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good product,10-02-12,February,2012,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,so cute pavan mi,16-07-13,July,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,thanku pocket friendly,20-11-13,November,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,very nice,14-12-13,December,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,worst backup not even able to replace,19-03-14,March,2014,1
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,vest off product,15-12-12,December,2012,1
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,not bad,23-01-13,January,2013,2
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,nice,12-11-13,November,2013,4
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149, hours charge only  charging do not charge full,08-10-13,October,2013,1
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good product,03-10-13,October,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good product,10-05-13,May,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,nice product,22-12-13,December,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,superb,12-10-12,October,2012,4
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,nicely product thx filpkart,29-01-14,January,2014,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,worth the money,11-11-13,November,2013,4
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,best quality product awesome,14-11-13,November,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,osm,09-10-13,October,2013,3
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,very good,12-01-12,January,2012,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good,19-07-13,July,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,nice,17-12-12,December,2012,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,its an amazing proudest,12-01-13,January,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good product,05-03-14,March,2014,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,nice,02-01-14,January,2014,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good,25-01-13,January,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good product,08-03-13,March,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,satisfying,12-01-12,January,2012,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,valuable product,07-05-14,May,2014,4
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,always goodbut micro usb cabe inbox is not good,06-02-13,February,2013,3
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,performance is the best,15-06-14,June,2014,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good,17-08-13,August,2013,4
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,charging not working,04-04-14,April,2014,1
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,good,25-10-13,October,2013,4
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,amezing product i love it quality and power back and fast charging also very good,19-02-13,February,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,nice design it is working very well,09-10-13,October,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,fast charging,27-11-13,November,2013,5
"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W) (Blue, Lithium Polymer)",1149,always best,06-09-13,September,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,its nice product for babys good looking and more storage but i identify one prblm is layers are correctlt seted but there opening sib is just under of one layer its a demerit of this product,25-12-12,December,2012,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,super,18-09-13,September,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,awesome,07-11-13,November,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,awesome i am so happy,02-08-14,August,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,very nice,02-10-14,October,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,nice,23-12-13,December,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,worth it product just go for it,24-01-14,January,2014,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,you can go for it,03-05-13,May,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,very good my mind is full off happy,14-09-13,September,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,good,05-02-14,February,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,satisfied,03-10-14,October,2014,3
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,good,12-08-12,August,2012,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,dont buyit breaks with in few days,03-01-14,January,2014,1
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,nice,01-07-14,July,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,good,21-03-14,March,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,valuable,10-06-13,June,2013,3
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,very nice,30-03-13,March,2013,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,very good product,28-01-14,January,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,beautiful toys box thanks,19-05-13,May,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,nice,16-12-12,December,2012,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,very nice,13-10-13,October,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,supper product,30-06-14,June,2014,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,i like it,14-03-13,March,2013,3
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,owsem,01-08-13,August,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,good priductgood packing,04-01-13,January,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,excellent product,27-12-12,December,2012,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,nice,21-10-13,October,2013,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,supr,31-08-13,August,2013,3
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,its awesomego for it,22-04-14,April,2014,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,pipes quality not good so money wastagethanks,30-05-13,May,2013,2
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,not so reliable if you put some extra weight the base will detached automatically wastage of money dont buy if you think you put all you kid stuff katha,17-01-14,January,2014,1
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,wow super,17-02-14,February,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,all good,30-11-12,November,2012,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,good one,27-04-13,April,2013,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,very good product,02-07-13,July,2013,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,best,07-10-14,October,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,bad quality,26-06-13,June,2013,3
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,liked it,03-06-14,June,2014,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,the product was as expected value for money,27-04-14,April,2014,5
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,its price is good according to product i suggest product buy you,27-06-14,June,2014,4
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,its small,25-09-12,September,2012,3
FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,very useful product also very cheaper than retail shop good deal go for it,03-09-13,September,2013,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,soft smooth and perfect for mild winter very easy carrying,01-09-14,September,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,really comfortable blanket,26-11-12,November,2012,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,is very nice,29-04-14,April,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,its product is very good,08-12-13,December,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,very soft and beautiful print,27-04-13,April,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,its good,01-06-14,June,2014,3
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,nice productthanks,12-12-12,December,2012,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good,08-05-13,May,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good,27-11-12,November,2012,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good,27-03-14,March,2014,3
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,nice product,01-01-14,January,2014,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,nic,28-01-14,January,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,worth every penny go for it guys,27-06-13,June,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,comfortable,13-08-13,August,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,light weight and good,13-01-13,January,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,nice,06-11-14,November,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,best,12-11-13,November,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,ok,19-02-14,February,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good,22-03-14,March,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,super must buy,12-06-13,June,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,gud,26-01-13,January,2013,3
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,usefull in winter,05-06-13,June,2013,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,only suitable for moderate cold and also short in width,03-10-14,October,2014,2
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good blanket,11-04-13,April,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good,13-06-14,June,2014,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,wow nice blanket,16-12-13,December,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,nice products,07-07-13,July,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,value product received in good quality,23-02-14,February,2014,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,product was no nice quality is superb but blanket too small for single person,27-12-12,December,2012,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,its good,07-02-14,February,2014,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,super soft and comfortable great quality product the lining border feels a bit coarse at first but it softens within a week must buy,10-11-13,November,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,very good,24-01-13,January,2013,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,very nice,12-09-13,September,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good quality,20-06-13,June,2013,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,better then,18-02-13,February,2013,4
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,good,08-02-13,February,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,nice blanket,25-02-13,February,2013,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,it is the best,28-04-14,April,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,i love itawesome product tq flipkart,01-02-14,February,2014,5
RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,very baddont buy,25-03-14,March,2014,1
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,satisfaction,26-10-12,October,2012,5
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,wowcant say anything nice one,28-03-13,March,2013,5
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,bad quality,09-02-13,February,2013,1
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,nice cushions good meterial,02-07-13,July,2013,5
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,good productbefore time deliveryi like it,06-08-14,August,2014,4
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,very bad quality,14-12-13,December,2013,1
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,product was good but devilary timings were not good devilary boy was calling  pm,23-08-12,August,2012,4
LA VERNE Microfibre Stripes Cushion Pack of 3White,379,awesome pillow,03-12-14,December,2014,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,nice product in this price range and easy to install and strong enough to hold a significant amount of books for a single person,27-11-12,November,2012,4
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,good for books,22-10-12,October,2012,4
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,good product must buythank u,25-08-12,August,2012,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,very nice product,30-07-13,July,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,its really good product easy to assemblegood quality must buy,29-07-13,July,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,nice product built quality is great go for it,27-10-13,October,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,nyc,25-05-14,May,2014,3
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,nice good quality product right time delivery thks to flipkart,28-09-13,September,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,nyc product,13-08-12,August,2012,4
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,super,03-03-14,March,2014,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,very nice thanks flipkart,09-02-12,February,2012,4
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,very good productbut light,04-12-14,December,2014,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,amazing nice quality highly recommended,12-11-13,November,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,pipes are disoriented unable to install,27-02-14,February,2014,1
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,very good you can buy,23-11-13,November,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,first thing i ordered pink colour but seller send me grey colourand quality wise this is cheap producti feel that it breaks anytimeif i put heavy books its definitely break downplease buy this type of bookshelf from local shops waste of money product,11-02-13,February,2013,1
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,according to its price its ok if you looking for strong bookself you can skip it but if you looking for a good looking self in less price you can buy it,04-01-14,January,2014,3
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,would have had more weight not upto the mark but seeing the price i feel its ok its better to increase its quality and price accordingly money is not always important we spend a more precious one to buy things our time,10-04-13,April,2013,2
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,good product,16-04-13,April,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,it is very good for you stay anather place,26-07-13,July,2013,4
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,they said table is metal but only rods are aluminium this product is better for less weight materials only dont bare more weight and one more thing is we need to stitch the cloth again as you can see in pic,09-06-13,June,2013,3
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,nice,28-01-13,January,2013,4
